query_text	PMid	title	source	time_article_has_been_cited	pubdate
glioma AND expression AND FAS[Gene]	30359578	C-27-carboxylated oleanane triterpenoids up-regulate TRAIL DISC assembly via p38 MAPK and CHOP-mediated DR5 expression in human glioblastoma cells.	Biochem Pharmacol	1	2018 Dec
glioma AND expression AND FAS[Gene]	29187439	Expression of FAS-L Differs from Primary to Relapsed Low-grade Gliomas and Predicts Progression-free Survival.	Anticancer Res	1	2017 Dec
glioma AND expression AND FAS[Gene]	29164574	Mechanism of As2O3 induces apoptosis of glioma U87 cells.	Eur Rev Med Pharmacol Sci	1	2017 Nov
glioma AND expression AND FAS[Gene]	28623138	HP1α is highly expressed in glioma cells and facilitates cell proliferation and survival.	Biochem Biophys Res Commun	1	2017 Aug 19
glioma AND expression AND FAS[Gene]	28618251	Overexpression of FADD and Caspase-8 inhibits proliferation and promotes apoptosis of human glioblastoma cells.	Biomed Pharmacother	1	2017 Sep
glioma AND expression AND FAS[Gene]	30915356	C&lt;sub&gt;18&lt;/sub&gt;H&lt;sub&gt;17&lt;/sub&gt;NO&lt;sub&gt;6&lt;/sub&gt; and Its Combination with Scutellarin Suppress the Proliferation and Induce the Apoptosis of Human Glioma Cells via Upregulation of Fas-Associated Factor 1 Expression.	Biomed Res Int		2019
glioma AND expression AND FAS[Gene]	30227940	RBM17 controls apoptosis and proliferation to promote Glioma progression.	Biochem Biophys Res Commun		2018 Oct 20
glioma AND expression AND FAS[Gene]	29436625	Allicin induces apoptosis through activation of both intrinsic and extrinsic pathways in glioma cells.	Mol Med Rep		2018 Apr
glioma AND expression AND FAS[Gene]	29159775	Toxic effects of phytol and retinol on human glioblastoma cells are associated with modulation of cholesterol and fatty acid biosynthetic pathways.	J Neurooncol		2018 Feb
glioma AND expression AND FAS[Gene]	28946550	HP1α is highly expressed in glioma cells and facilitates cell proliferation and survival.	Cancer Biomark		2017 Dec 6
glioma AND expression AND FAS[Gene]	28233371	T11TS repress gliomagenic apoptosis of bone marrow hematopoietic stem cells.	J Cell Physiol		2018 Jan
glioma AND expression AND FAS[Gene]	27255231	T11TS Treatment Augments Apoptosis of Glioma Associated Brain Endothelial Cells, Hint Toward Anti-Angiogenic Action in Glioma.	J Cell Physiol		2017 Mar
glioma AND expression AND FAS[Gene]	27176716	RNaseH2A is involved in human gliomagenesis through the regulation of cell proliferation and apoptosis.	Oncol Rep		2016 Jul
glioma AND expression AND FAT1[Gene]	19126244	Frequent loss of heterozygosity and altered expression of the candidate tumor suppressor gene 'FAT' in human astrocytic tumors.	BMC Cancer	9	2009 Jan 7
glioma AND expression AND FAT1[Gene]	27536856	FAT1 is a novel upstream regulator of HIF1α and invasion of high grade glioma.	Int J Cancer	6	2016 Dec 1
glioma AND expression AND FAT1[Gene]	28994107	FAT1 modulates EMT and stemness genes expression in hypoxic glioblastoma.	Int J Cancer	3	2018 Feb 15
glioma AND expression AND FAT1[Gene]	22986533	FAT1 acts as an upstream regulator of oncogenic and inflammatory pathways, via PDCD4, in glioma cells.	Oncogene	13	2013 Aug 15
glioma AND expression AND FAT1[Gene]	27834469	The expression of FAT1 is associated with overall survival in children with medulloblastoma.	Tumori		2017 Jan 21
glioma AND expression AND FAT4[Gene]	1	Knock-Down of Endogenous Bornavirus-Like Nucleoprotein 1 Inhibits Cell Growth and Induces Apoptosis in Human Oligodendroglia Cells.	Int J Mol Sci	8	2016 Mar 24
glioma AND expression AND FBXO11[Gene]	25589783	The oncogenic microRNA-21 inhibits the tumor suppressive activity of FBXO11 to promote tumorigenesis.	J Biol Chem	30	2015 Mar 6
glioma AND expression AND FBXO11[Gene]	24928548	Gene expression analysis in MCF-7 breast cancer cells treated with recombinant bromelain.	Appl Biochem Biotechnol	3	2014 Aug
glioma AND expression AND FBXW7[Gene]	17274947	The FBXW7 beta-form is suppressed in human glioma cells.	Biochem Biophys Res Commun	9	2007 Mar 23
glioma AND expression AND FBXW7[Gene]	28903484	Novel Role of FBXW7 Circular RNA in Repressing Glioma Tumorigenesis.	J Natl Cancer Inst	81	2018 Mar 1
glioma AND expression AND FBXW7[Gene]	25486598	Inhibition of the NOTCH pathway using γ-secretase inhibitor RO4929097 has limited antitumor activity in established glial tumors.	Anticancer Drugs	8	2015 Mar
glioma AND expression AND FBXW7[Gene]	29427543	FBW7 is associated with prognosis, inhibits malignancies and enhances temozolomide sensitivity in glioblastoma cells.	Cancer Sci	5	2018 Apr
glioma AND expression AND FBXW7[Gene]	17326833	FBXW7/hCDC4 controls glioma cell proliferation in vitro and is a prognostic marker for survival in glioblastoma patients.	Cell Div	29	2007 Feb 27
glioma AND expression AND FBXW7[Gene]	27904771	Tumor-suppressive function of long noncoding RNA MALAT1 in glioma cells by suppressing miR-155 expression and activating FBXW7 function.	Am J Cancer Res	23	2016
glioma AND expression AND FBXW7[Gene]	18931460	Promoter hypermethylation is not the major mechanism for inactivation of the FBXW7 beta-form in human gliomas.	Genes Genet Syst	2	2008 Aug
glioma AND expression AND FBXW7[Gene]	25738367	MicroRNA-10b inhibition reduces E2F1-mediated transcription and miR-15/16 activity in glioblastoma.	Oncotarget	19	2015 Feb 28
glioma AND expression AND FBXW7[Gene]	16204036	Functional network analysis reveals extended gliomagenesis pathway maps and three novel MYC-interacting genes in human gliomas.	Cancer Res	111	2005 Oct 1
glioma AND expression AND FBXW7[Gene]	22986743	Gliomagenesis arising from Pten- and Ink4a/Arf-deficient neural progenitor cells is mediated by the p53-Fbxw7/Cdc4 pathway, which controls c-Myc.	Cancer Res	10	2012 Nov 15
glioma AND expression AND FBXW7[Gene]	31519156	FBXW7 circular RNA regulates proliferation, migration and invasion of colorectal carcinoma through NEK2, mTOR, and PTEN signaling pathways in vitro and in vivo.	BMC Cancer		2019 Sep 13
glioma AND expression AND FBXW7[Gene]	31258712	miR-25-3p promotes glioma cell proliferation and migration by targeting FBXW7 and DKK3.	Exp Ther Med		2019 Jul
glioma AND expression AND FES[Gene]	15494095	Detrended fluctuation analysis of genome-wide copy number profiles of glioblastomas using array-based comparative genomic hybridization.	Neuro Oncol	4	2004 Oct
glioma AND expression AND FES[Gene]	21095843	Comparing finite elements and finite differences for developing diffusive models of glioma growth.	Conf Proc IEEE Eng Med Biol Soc		2010
glioma AND expression AND FH[Gene]	24552272	Small molecule-initiated light-activated semiconducting polymer dots: an integrated nanoplatform for targeted photodynamic therapy and imaging of cancer cells.	Anal Chem	9	2014 Mar 18
glioma AND expression AND FH[Gene]	27020328	Corticosteroids compromise survival in glioblastoma.	Brain	40	2016 May
glioma AND expression AND FH[Gene]	23707781	SDH mutations establish a hypermethylator phenotype in paraganglioma.	Cancer Cell	164	2013 Jun 10
glioma AND expression AND FH[Gene]	15340263	A homozygous MSH6 mutation in a child with café-au-lait spots, oligodendroglioma and rectal cancer.	Fam Cancer	10	2004
glioma AND expression AND FHIT[Gene]	16616114	Methylation of RASSF1A and TRAIL pathway-related genes is frequent in childhood intracranial ependymomas and benign choroid plexus papilloma.	Cancer Genet Cytogenet	14	2006 Apr 1
glioma AND expression AND FHIT[Gene]	21928112	The promoter hypermethylation status of GATA6, MGMT, and FHIT in glioblastoma.	Cell Mol Neurobiol	12	2012 Mar
glioma AND expression AND FHIT[Gene]	19760177	FHIT gene sequence variants and reduced Fhit protein expression in glioblastoma multiforme.	Cell Mol Neurobiol	1	2010 Mar
glioma AND expression AND FHIT[Gene]	10023002	Abnormal transcripts of FHIT gene in Chinese brain tumors.	Oncol Rep		1999 Mar-Apr
glioma AND expression AND FLCN[Gene]	1	The role of the Birt-Hogg-Dubé protein in mTOR activation and renal tumorigenesis.	Oncogene	71	2009 Apr 2
glioma AND expression AND FOXO1[Gene]	25566967	Fenofibrate induces G0/G1 phase arrest by modulating the PPARα/FoxO1/p27 kip pathway in human glioblastoma cells.	Tumour Biol	7	2015 May
glioma AND expression AND FOXO1[Gene]	29867200	Decreased expression of ARHGAP15 promotes the development of colorectal cancer through PTEN/AKT/FOXO1 axis.	Cell Death Dis	6	2018 Jun 4
glioma AND expression AND FOXO1[Gene]	26977882	HDAC and PI3K Antagonists Cooperate to Inhibit Growth of MYC-Driven Medulloblastoma.	Cancer Cell	43	2016 Mar 14
glioma AND expression AND FOXO1[Gene]	27653874	NS1619 regulates the expression of caveolin-1 protein in a time-dependent manner via ROS/PI3K/PKB/FoxO1 signaling pathway in brain tumor microvascular endothelial cells.	J Neurol Sci	4	2016 Oct 15
glioma AND expression AND FOXO1[Gene]	27835585	Transcriptional repression of FOXO1 by KLF4 contributes to glioma progression.	Oncotarget	3	2016 Dec 6
glioma AND expression AND FOXO1[Gene]	27448972	FoxO proteins or loss of functional p53 maintain stemness of glioblastoma stem cells and survival after ionizing radiation plus PI3K/mTOR inhibition.	Oncotarget	3	2016 Aug 23
glioma AND expression AND FOXO1[Gene]	26449824	Caffeine-induced nuclear translocation of FoxO1 triggers Bim-mediated apoptosis in human glioblastoma cells.	Tumour Biol	3	2016 Mar
glioma AND expression AND FOXO1[Gene]	25597410	Decreased miRNA-637 is an unfavorable prognosis marker and promotes glioma cell growth, migration and invasion via direct targeting Akt1.	Oncogene	21	2015 Sep 17
glioma AND expression AND FOXO1[Gene]	28666797	GAS5 suppresses malignancy of human glioma stem cells via a miR-196a-5p/FOXO1 feedback loop.	Biochim Biophys Acta Mol Cell Res	16	2017 Oct
glioma AND expression AND FOXO1[Gene]	27035875	Curcumin induces G2/M arrest and triggers apoptosis via FoxO1 signaling in U87 human glioma cells.	Mol Med Rep	12	2016 May
glioma AND expression AND FOXO1[Gene]	30811978	Aberrant Active cis-Regulatory Elements Associated with Downregulation of RET Finger Protein Overcome Chemoresistance in Glioblastoma.	Cell Rep	1	2019 Feb 26
glioma AND expression AND FOXO1[Gene]	30272254	Trifluoperazine prevents FOXO1 nuclear excretion and reverses doxorubicin-resistance in the SHG44/DOX drug-resistant glioma cell line.	Int J Mol Med	1	2018 Dec
glioma AND expression AND FOXO1[Gene]	29207098	FOXO1 is crucial in glioblastoma cell tumorigenesis and regulates the expression of SIRT1 to suppress senescence in the brain.	Mol Med Rep	1	2018 Feb
glioma AND expression AND FOXO1[Gene]	31098771	LITAF Enhances Radiosensitivity of Human Glioma Cells via the FoxO1 Pathway.	Cell Mol Neurobiol		2019 Aug
glioma AND expression AND FOXO1[Gene]	30841958	miR-374a Inhibitor Enhances Etoposide-Induced Cytotoxicity Against Glioma Cells Through Upregulation of FOXO1.	Oncol Res		2019 Jun 21
glioma AND expression AND FOXO1[Gene]	30453847	Forced FoxO1:S&lt;sup&gt;249&lt;/sup&gt;V expression suppressed glioma cell proliferation through G2/M cell cycle arrests and increased apoptosis.	Neurol Res		2019 Feb
glioma AND expression AND FOXO1[Gene]	30254149	Cyclin F-Dependent Degradation of RBPJ Inhibits IDH1&lt;sup&gt;R132H&lt;/sup&gt;-Mediated Tumorigenesis.	Cancer Res		2018 Nov 15
glioma AND expression AND FOXO1[Gene]	30172378	FoxG1 facilitates proliferation and inhibits differentiation by downregulating FoxO/Smad signaling in glioblastoma.	Biochem Biophys Res Commun		2018 Sep 26
glioma AND expression AND FOXO1[Gene]	30024610	miR-135a inhibits glioma cell proliferation and invasion by directly targeting FOXO1.	Eur Rev Med Pharmacol Sci		2018 Jul
glioma AND expression AND FOXO1[Gene]	30015885	Candidate genes and microRNAs for glioma pathogenesis and prognosis based on gene expression profiles.	Mol Med Rep		2018 Sep
glioma AND expression AND FOXO3[Gene]	28295288	Overexpression of FoxO3a is associated with glioblastoma progression and predicts poor patient prognosis.	Int J Cancer	8	2017 Jun 15
glioma AND expression AND FOXO3[Gene]	26740175	Over-expression of CHAF1A promotes cell proliferation and apoptosis resistance in glioblastoma cells via AKT/FOXO3a/Bim pathway.	Biochem Biophys Res Commun	8	2016 Jan 22
glioma AND expression AND FOXO3[Gene]	23390247	Dual inactivation of Akt and ERK by TIC10 signals Foxo3a nuclear translocation, TRAIL gene induction, and potent antitumor effects.	Sci Transl Med	73	2013 Feb 6
glioma AND expression AND FOXO3[Gene]	25078449	Systemic approaches identify a garlic-derived chemical, Z-ajoene, as a glioblastoma multiforme cancer stem cell-specific targeting agent.	Mol Cells	6	2014 Jul
glioma AND expression AND FOXO3[Gene]	27050366	Cdc2-like kinase 2 is a key regulator of the cell cycle via FOXO3a/p27 in glioblastoma.	Oncotarget	5	2016 May 3
glioma AND expression AND FOXO3[Gene]	23034333	MicroRNA-10b pleiotropically regulates invasion, angiogenicity and apoptosis of tumor cells resembling mesenchymal subtype of glioblastoma multiforme.	Cell Death Dis	43	2012 Oct 4
glioma AND expression AND FOXO3[Gene]	23970205	microRNA-155 regulates cell proliferation and invasion by targeting FOXO3a in glioma.	Oncol Rep	40	2013 Nov
glioma AND expression AND FOXO3[Gene]	25129459	MicroRNA-184 promotes proliferation ability of glioma cells by regulating FOXO3.	Asian Pac J Trop Med	4	2014 Oct
glioma AND expression AND FOXO3[Gene]	27225222	Bioinformatic profiling identifies an immune-related risk signature for glioblastoma.	Neurology	32	2016 Jun 14
glioma AND expression AND FOXO3[Gene]	27840901	FOXO3a orchestrates glioma cell responses to starvation conditions and promotes hypoxia-induced cell death.	Int J Oncol	3	2016 Dec
glioma AND expression AND FOXO3[Gene]	27448972	FoxO proteins or loss of functional p53 maintain stemness of glioblastoma stem cells and survival after ionizing radiation plus PI3K/mTOR inhibition.	Oncotarget	3	2016 Aug 23
glioma AND expression AND FOXO3[Gene]	25823655	miR-93 promotes cell proliferation in gliomas through activation of PI3K/Akt signaling pathway.	Oncotarget	29	2015 Apr 10
glioma AND expression AND FOXO3[Gene]	22782899	Comparison of spheroids formed by rat glioma stem cells and neural stem cells reveals differences in glucose metabolism and promising therapeutic applications.	J Biol Chem	20	2012 Sep 28
glioma AND expression AND FOXO3[Gene]	28465359	Elevated FOXG1 and SOX2 in glioblastoma enforces neural stem cell identity through transcriptional control of cell cycle and epigenetic regulators.	Genes Dev	14	2017 Apr 15
glioma AND expression AND FOXO3[Gene]	28549468	MicroRNA-608 inhibits proliferation of bladder cancer via AKT/FOXO3a signaling pathway.	Mol Cancer	11	2017 May 26
glioma AND expression AND FOXO3[Gene]	23621269	AntagomiR-27a targets FOXO3a in glioblastoma and suppresses U87 cell growth in vitro and in vivo.	Asian Pac J Cancer Prev	11	2013
glioma AND expression AND FOXO3[Gene]	28554130	Betulinic acid derivative B10 inhibits glioma cell proliferation through suppression of SIRT1, acetylation of FOXO3a and upregulation of Bim/PUMA.	Biomed Pharmacother	1	2017 Aug
glioma AND expression AND FOXO3[Gene]	28260024	FoxO3a induces temozolomide resistance in glioblastoma cells via the regulation of β-catenin nuclear accumulation.	Oncol Rep	1	2017 Apr
glioma AND expression AND FOXO3[Gene]	27633065	FoxO3a mediates glioma cell invasion by regulating MMP9 expression.	Oncol Rep	1	2016 Nov
glioma AND expression AND FOXO3[Gene]	31053733	Lnc-TALC promotes O&lt;sup&gt;6&lt;/sup&gt;-methylguanine-DNA methyltransferase expression via regulating the c-Met pathway by competitively binding with miR-20b-3p.	Nat Commun		2019 May 3
glioma AND expression AND FOXO4[Gene]	29409329	Downregulation of MicroRNA 29a/b exacerbated diabetic retinopathy by impairing the function of Müller cells via Forkhead box protein O4.	Diab Vasc Dis Res	4	2018 May
glioma AND expression AND FOXO4[Gene]	12782577	Analysis of the phosphatidylinositol 3'-kinase signaling pathway in glioblastoma patients in vivo.	Cancer Res	120	2003 Jun 1
